position,height_w_shoes,height_wo_shoes,player_name,body_fat_pct,hand_length,hand_width,standing_reach,weight_lbs,wingspan,height_w_shoes_inches,height_wo_shoes_inches
SG,6' 6.25'',6' 4.5'',Tim Hardaway Jr.,6.05,8.0,9.25,101.0,199.4,79.0,78.25,76.5
SF,6' 7'',6' 5.5'',Solomon Hill,7.6,9.0,10.5,103.0,226.0,81.0,79.0,77.5
PF,6' 7.5'',6' 6.25'',Richard Howell,8.75,8.75,9.5,105.5,249.6,82.25,79.5,78.25
C,7' 0'',6' 10.5'',Colton Iverson,9.6,9.25,9.5,110.0,262.8,86.0,84.0,82.5
PG,5' 10.5'',5' 9.5'',Pierre Jackson,4.5,7.5,8.25,90.0,176.0,70.0,70.5,69.5
PF,6' 10.25'',6' 8.75'',Grant Jerrett,10.05,8.5,9.25,109.0,232.0,86.0,82.25,80.75
PG,6' 2.75'',6' 1.25'',Myck Kabongo,6.0,8.25,9.0,98.0,180.4,78.25,74.75,73.25
PF-C,6' 10'',6' 8.75'',Kenny Kadji,7.45,9.0,10.25,106.5,241.6,87.0,82.0,80.75
PF,6' 11.75'',6' 9.75'',Ryan Kelly,14.75,9.0,10.0,110.0,228.0,83.5,83.75,81.75
PG,5' 11.5'',5' 10.25'',Shane Larkin,3.8,7.5,8.75,89.5,170.8,70.75,71.5,70.25
SG,6' 6'',6' 4.75'',Ricky Ledo,10.25,8.5,9.25,102.5,197.2,79.25,78.0,76.75
C,,,Alex Len,6.4,9.0,10.75,,,87.5,,
PF-SF,6' 8.75'',6' 7.5'',CJ Leslie,7.95,8.75,9.0,104.5,209.2,86.25,80.75,79.5
PF,6' 8'',6' 6.75'',Trevor Mbakwe,5.9,9.5,11.5,106.5,235.8,88.0,80.0,78.75
PG,6' 1.75'',6' 0.25'',Ray McCallum,7.3,8.0,8.75,96.5,191.4,75.25,73.75,72.25
PG-SG,6' 3.25'',6' 2.25'',CJ McCollum,8.6,8.0,9.5,96.5,197.0,78.25,75.25,74.25
SG,6' 4.75'',6' 3.5'',Ben McLemore,5.0,8.75,9.5,100.5,189.2,79.75,76.75,75.5
PF-SF,6' 8.75'',6' 7.5'',Tony Mitchell,5.55,9.0,10.0,106.5,236.4,86.5,80.75,79.5
SF-SG,6' 6.25'',6' 4.75'',Shabazz Muhammad,9.0,9.0,10.0,104.5,221.8,83.0,78.25,76.75
PF,6' 9.5'',6' 8.75'',Erik Murphy,7.95,8.75,9.75,108.0,239.8,82.5,81.5,80.75
C-PF,6' 11.5'',6' 10.25'',Mike Muscala,6.8,8.5,9.0,108.0,230.2,85.0,83.5,82.25
C,6' 11.75'',6' 10'',Nerlens Noel,4.15,9.5,10.0,110.0,206.4,87.75,83.75,82.0
SG,6' 4.25'',6' 3.25'',Victor Oladipo,6.55,8.75,9.25,100.5,213.2,81.25,76.25,75.25
PF-C,7' 0'',6' 10.75'',Kelly Olynyk,6.65,8.5,10.0,108.0,234.0,81.75,84.0,82.75
SG,6' 4'',6' 2.75'',Brandon Paul,5.25,8.5,9.5,98.0,201.0,82.25,76.0,74.75
PF-C,6' 10.5'',6' 9.5'',Norvel Pelle,5.15,8.75,9.5,109.0,207.2,86.5,82.5,81.5
C-PF,7' 0.5'',6' 11.25'',Mason Plumlee,6.15,9.75,9.5,108.0,238.2,83.0,84.5,83.25
SF,6' 8.5'',6' 7.5'',Otto Porter,6.65,8.75,9.25,105.5,197.6,85.5,80.5,79.5
PG,5' 11.5'',5' 9.5'',Phil Pressey,4.7,7.75,9.75,92.0,177.0,74.25,71.5,69.5
SF-SG,6' 5.75'',6' 4.5'',Glen Rice,8.45,8.5,9.0,101.5,210.8,81.25,77.75,76.5
PF-SF,6' 7'',6' 6.25'',Andre Roberson,7.05,8.75,9.5,104.5,205.8,83.0,79.0,78.25
PG,6' 2'',6' 1'',Dennis Schroder,4.1,8.75,10.5,98.0,164.8,79.75,74.0,73.0
PG,6' 1'',5' 11.5'',Peyton Siva,6.05,8.0,9.75,93.0,180.6,75.0,73.0,71.5
SF-SG,6' 7.25'',6' 6'',Tony Snell,4.85,9.0,9.5,105.5,198.2,83.5,79.25,78.0
SF-PF,6' 8'',6' 7'',James Southerland,8.05,8.0,9.5,106.0,220.6,85.0,80.0,79.0
SF,6' 5.75'',6' 4.75'',Adonis Thomas,7.5,9.25,9.5,99.0,231.8,85.0,77.75,76.75
SF,6' 7'',6' 5'',Deshaun Thomas,9.1,8.0,8.75,104.0,219.8,82.0,79.0,77.0
C,7' 0.5'',6' 10.75'',Jeff Withey,8.65,9.0,9.75,110.5,221.8,86.0,84.5,82.75
PG,6' 4.75'',6' 3.5'',Nate Wolters,5.5,8.25,8.75,98.0,196.4,75.75,76.75,75.5
SG-PG,6' 3.5'',6' 2.25'',BJ Young,4.7,8.5,9.5,99.0,178.8,80.25,75.5,74.25
C-PF,7' 0.25'',6' 10.75'',Cody Zeller,4.75,8.5,10.5,106.0,230.0,82.75,84.25,82.75
PF,6' 7.75'',6' 6.5'',Quincy Acy,7.1,9.5,11.0,106.5,223.8,86.75,79.75,78.5
SF-SG,6' 8'',6' 7'',Harrison Barnes,9.6,9.0,8.5,101.5,227.8,83.25,80.0,79.0
SG-SF,6' 6'',6' 5'',Will Barton,4.1,9.0,9.5,102.5,174.4,81.75,78.0,77.0
SG,6' 4.75'',6' 3.25'',Bradley Beal,6.0,8.5,9.0,100.0,201.8,80.0,76.75,75.25
PG,6' 2.25'',6' 1'',J'Covan Brown,12.5,7.75,8.25,96.0,202.4,77.25,74.25,73.0
SG-SF,6' 5'',6' 4'',William Buford,11.3,8.75,10.0,102.0,214.6,81.5,77.0,76.0
SF,6' 6.5'',6' 4.75'',Jae Crowder,9.0,9.5,10.5,99.5,241.2,81.25,78.5,76.75
SG-PG,6' 5'',6' 3.5'',Jared Cunningham,3.6,8.25,9.0,98.0,187.6,78.5,77.0,75.5
PF-C,6' 10.5'',6' 9.25'',Anthony Davis,7.9,9.0,8.5,108.0,221.8,89.5,82.5,81.25
SG,6' 3.25'',6' 2.25'',Marcus Denmon,6.6,8.25,9.75,94.5,188.2,77.0,75.25,74.25
C,6' 11.75'',6' 9.75'',Andre Drummond,7.5,9.5,9.5,109.5,278.6,90.25,83.75,81.75
SG,6' 5.75'',6' 4.5'',Kim English,4.3,8.5,8.75,98.0,192.0,78.5,77.75,76.5
C-PF,6' 11.5'',6' 9.75'',Festus Ezeli,5.5,9.0,10.75,108.0,264.2,89.75,83.5,81.75
PF,6' 8.75'',6' 8'',Drew Gordon,9.1,8.5,9.75,103.5,239.0,83.5,80.75,80.0
PF,6' 9'',6' 8'',JaMychal Green,9.8,9.25,9.25,106.5,217.4,86.25,81.0,80.0
PF-SF,6' 7.5'',6' 5.75'',Draymond Green,11.3,9.0,9.5,105.0,235.6,85.25,79.5,77.75
SF,6' 8.75'',6' 7.25'',Maurice Harkless,5.3,9.25,10.25,102.5,206.6,84.0,80.75,79.25
PF,6' 10.5'',6' 9'',John Henson,8.6,9.25,10.0,112.0,216.0,89.0,82.5,81.0
PG,5' 11.75'',5' 10.5'',Tu Holloway,8.5,8.75,10.0,94.5,186.8,77.5,71.75,70.5
SF,6' 8.5'',6' 7.25'',Robbie Hummel,9.4,8.5,9.5,102.0,218.0,80.5,80.5,79.25
PF,6' 10'',6' 8.75'',Bernard James,5.0,9.0,9.25,108.5,229.8,87.0,82.0,80.75
SG,6' 4.25'',6' 3.25'',John Jenkins,7.1,9.0,9.0,98.0,212.0,80.5,76.25,75.25
SG,6' 5.25'',6' 3.75'',Orlando Johnson,7.0,9.0,9.5,99.0,223.8,83.25,77.25,75.75
SG,6' 3'',6' 1.5'',Darius Johnson-Odom,7.0,8.75,8.75,96.0,212.0,79.0,75.0,73.5
PF-SF,6' 9.5'',6' 8.25'',Terrence Jones,7.7,9.0,10.0,107.0,252.0,86.25,81.5,80.25
PF,6' 7.5'',6' 6.25'',Kevin Jones,11.2,9.0,7.75,105.0,251.2,85.5,79.5,78.25
PF-SF,6' 11.25'',6' 10.25'',Perry Jones,4.6,9.25,9.5,107.0,233.8,85.75,83.25,82.25
SG,6' 7'',6' 6'',Kris Joseph,8.6,9.0,9.0,104.0,215.0,83.0,79.0,78.0
SF,6' 7.5'',6' 5.75'',Michael Kidd-Gilchrist,7.0,9.0,10.25,104.5,232.8,84.0,79.5,77.75
SG-PG,6' 4.75'',6' 3.25'',Doron Lamb,6.7,8.5,8.75,98.5,199.4,78.75,76.75,75.25
SG,6' 5.25'',6' 4'',Jeremy Lamb,4.5,8.75,9.25,102.0,179.2,83.0,77.25,76.0
C,7' 1.25'',6' 11.75'',Meyers Leonard,5.7,9.25,11.0,108.0,249.8,87.0,85.25,83.75
PG,6' 2.75'',6' 1.75'',Damian Lillard,5.9,8.75,9.75,95.5,188.8,79.75,74.75,73.75
PG,6' 2'',6' 1'',Scott Machado,5.8,8.5,9.5,94.5,205.8,76.0,74.0,73.0
PG,6' 4.25'',6' 3.25'',Kendall Marshall,7.8,8.5,9.0,96.0,198.4,77.5,76.25,75.25
C,7' 0'',6' 10.75'',Fab Melo,9.2,9.0,10.0,110.0,255.0,86.5,84.0,82.75
SF,6' 8.25'',6' 6.75'',Khris Middleton,7.8,9.0,9.0,103.0,216.2,82.75,80.25,78.75
SF-SG,6' 7.5'',6' 6'',Darius Miller,7.5,8.5,8.75,101.0,233.4,81.0,79.5,78.0
SF,6' 10'',6' 8.75'',Quincy Miller,7.8,9.25,10.25,105.0,218.7,85.25,82.0,80.75
SG,6' 6.25'',6' 5.25'',Tony Mitchell,5.7,8.5,10.0,100.0,216.4,82.0,78.25,77.25
PF,6' 10.75'',6' 9.5'',Arnett Moultrie,7.7,9.25,9.25,106.5,232.8,86.25,82.75,81.5
SG,6' 6.25'',6' 5'',Kevin Murphy,5.8,8.5,8.5,99.0,194.0,78.75,78.25,77.0
PF,6' 9.5'',6' 8.5'',Andrew Nicholson,7.6,10.0,10.75,107.0,234.0,88.0,81.5,80.5
PF,6' 10'',6' 8.5'',Kyle O'Quinn,8.0,9.5,10.0,106.5,240.8,88.75,82.0,80.5
PF-C,6' 11.75'',6' 10.5'',Miles Plumlee,11.4,9.25,9.0,105.5,252.4,84.75,83.75,82.5
SG-PG,6' 5'',6' 3.5'',Austin Rivers,6.2,8.5,10.0,96.5,202.8,79.25,77.0,75.5
PF,6' 8.75'',6' 7.75'',Thomas Robinson,5.0,9.75,10.5,106.0,244.2,87.25,80.75,79.75
SG-SF,6' 7'',6' 6'',Terrence Ross,3.2,8.75,10.25,100.5,196.6,79.25,79.0,78.0
PG-SG,6' 7.5'',6' 6.5'',Tomas Satoransky,5.2,8.5,9.5,100.0,200.6,79.25,79.5,78.5
PF,6' 8.75'',6' 7.25'',Mike Scott,10.6,8.5,9.0,104.0,240.8,82.75,80.75,79.25
C-PF,6' 11.75'',6' 10'',Henry Sims,7.7,9.25,10.0,108.0,241.2,88.0,83.75,82.0
PF,6' 9'',6' 7.75'',Jared Sullinger,10.7,9.25,9.75,105.5,268.2,85.25,81.0,79.75
PG,6' 4'',6' 2.75'',Tyshawn Taylor,4.2,8.75,8.75,97.5,177.0,78.25,76.0,74.75
PG,6' 2'',6' 1'',Jordan Taylor,5.5,8.25,9.5,92.5,192.8,75.0,74.0,73.0
SF-SG,6' 7.25'',6' 6'',Jeff Taylor,4.2,8.25,9.75,101.5,212.8,78.25,79.25,78.0
PG,6' 2'',6' 1'',Marquis Teague,6.3,8.25,7.75,96.5,179.8,79.25,74.0,73.0
SF,6' 8'',6' 6.75'',Hollis Thompson,6.0,8.25,9.75,102.5,206.0,81.5,80.0,78.75
SG,6' 4'',6' 2.5'',Dion Waiters,8.5,8.5,9.5,98.0,221.0,79.25,76.0,74.5
PF,6' 8'',6' 7'',Royce White,10.6,9.5,11.5,104.5,260.6,84.0,80.0,79.0
PG,6' 6'',6' 4.75'',Tony Wroten,5.2,8.0,9.0,101.0,203.2,81.0,78.0,76.75
PF-C,7' 0.5'',6' 11.25'',Tyler Zeller,6.4,9.0,9.75,104.5,247.4,84.0,84.5,83.25
C-PF,6' 11'',6' 10'',Keith Benson,6.1,9.5,11.0,109.5,217.0,87.75,83.0,82.0
SG,6' 5.25'',6' 4.25'',Marshon Brooks,5.2,9.0,10.5,101.0,194.6,85.0,77.25,76.25
SG,6' 6'',6' 5'',Alec Burks,5.1,9.0,8.25,103.5,192.6,82.0,78.0,77.0
SF,6' 7.75'',6' 6'',Jimmy Butler,5.4,9.0,9.0,101.5,222.2,79.5,79.75,78.0
PG,6' 1.75'',6' 0.25'',Norris Cole,4.7,8.5,9.5,95.5,174.4,74.25,73.75,72.25
SG,6' 6.5'',6' 5.25'',Jon Diebler,8.5,8.25,8.25,99.0,196.6,78.0,78.5,77.25
PF-C,6' 10'',6' 8.5'',Michael Dunigan,8.0,9.0,10.75,107.5,237.6,87.25,82.0,80.5
SG,6' 4'',6' 3'',LaceDarius Dunn,5.5,9.0,10.25,101.0,187.8,78.25,76.0,75.0
PF,6' 7.5'',6' 6'',Kenneth Faried,6.3,8.5,10.25,108.0,224.6,84.0,79.5,78.0
PG,6' 2.5'',6' 0.75'',James Fredette,7.7,8.0,8.5,96.5,196.0,76.5,74.5,72.75
PG,6' 2.75'',6' 1.25'',Andrew Goudelock,9.9,8.25,9.25,96.5,197.6,76.25,74.75,73.25
SF,6' 8.5'',6' 6.75'',Jordan Hamilton,9.8,9.0,9.25,104.0,228.4,81.5,80.5,78.75
PF-SF,6' 8.75'',6' 8'',Justin Harper,4.0,9.0,9.25,106.0,228.0,83.75,80.75,80.0
SF-PF,6' 7.75'',6' 6.5'',Tobias Harris,8.4,8.75,9.0,103.5,222.8,83.0,79.75,78.5
SF,6' 8.25'',6' 6.75'',Tyler Honeycutt,5.3,8.5,9.5,105.0,186.8,81.0,80.25,78.75
SG,6' 6.5'',6' 5.75'',Scotty Hopson,4.8,8.5,10.0,103.5,204.6,82.5,78.5,77.75
PG,6' 3.5'',6' 1.75'',Kyrie Irving,10.2,8.25,9.25,99.0,191.0,76.0,75.5,73.75
PF,6' 9.25'',6' 8.25'',Rick Jackson,8.3,8.75,9.5,106.5,241.8,86.0,81.25,80.25
PG-SG,6' 3.25'',6' 1.5'',Charles Jenkins,4.3,8.5,9.0,96.5,216.4,79.5,75.25,73.5
PF,6' 10'',6' 9'',JaJuan Johnson,7.5,9.0,10.0,107.5,219.8,86.0,82.0,81.0
PG,6' 3.25'',6' 2'',Cory Joseph,9.7,8.5,10.5,99.0,186.2,77.5,75.25,74.0
PF-C,6' 11.25'',6' 9.75'',Enes Kanter,5.9,9.5,10.75,109.5,259.2,85.5,83.25,81.75
PG,6' 3.25'',6' 1.5'',Brandon Knight,4.2,8.25,9.5,98.5,176.8,78.75,75.25,73.5
SG,6' 5.5'',6' 4'',Malcolm Lee,5.9,8.5,9.5,101.5,198.2,81.75,77.5,76.0
SF,6' 7'',6' 6'',Kawhi Leonard,5.4,9.75,11.25,106.0,227.4,87.0,79.0,78.0
SG,6' 4.25'',6' 3'',Travis Leslie,8.1,8.75,9.25,103.0,205.0,82.5,76.25,75.0
PF,6' 11.5'',6' 10'',Jon Leuer,5.4,8.75,9.75,105.5,223.2,84.0,83.5,82.0
SF-SG,6' 6.25'',6' 5'',DeAndre Liggins,5.0,8.75,10.0,103.5,202.2,83.0,78.25,77.0
SG,6' 6.5'',6' 4.75'',David Lighty,6.5,9.0,10.0,101.0,216.2,80.0,78.5,76.75
PG,6' 2.5'',6' 1'',Shelvin Mack,7.1,8.25,9.25,96.5,209.0,79.5,74.5,73.0
PG,6' 3.25'',6' 1.75'',Demetri McCamey,6.1,8.5,9.0,99.5,204.0,78.25,75.25,73.75
SG,6' 4'',6' 2.5'',E'Twaun Moore,7.6,9.0,10.0,99.5,191.4,81.5,76.0,74.5
PF-SF,6' 8.75'',6' 7'',Marcus Morris,8.0,8.25,8.5,105.5,229.6,82.0,80.75,79.0
PF,6' 9.25'',6' 7.75'',Markieff Morris,10.2,8.5,8.25,106.5,240.8,82.75,81.25,79.75
PG-SG,6' 5.25'',6' 3.25'',Darius Morris,5.3,8.75,10.0,102.0,190.0,79.5,77.25,75.25
SF,6' 9.75'',6' 8.75'',Chandler Parsons,7.0,8.25,10.0,104.5,221.2,81.5,81.75,80.75
SF,6' 7.25'',6' 6'',Jereme Richmond,5.5,8.75,9.5,106.5,207.2,82.25,79.25,78.0
SG-PG,6' 3'',6' 1.75'',Josh Selby,7.9,8.5,9.0,98.0,194.6,77.25,75.0,73.75
PG-SG,6' 5.5'',6' 4.25'',Iman Shumpert,6.5,9.0,9.0,99.5,221.8,81.5,77.5,76.25
SF,6' 8.5'',6' 7.5'',Kyle Singler,10.0,8.25,8.75,106.0,228.0,82.1,80.5,79.5
SF,6' 9'',6' 7.75'',Chris Singleton,7.4,9.25,10.0,103.5,230.2,85.0,81.0,79.75
PF,6' 8'',6' 6.5'',Jamie Skeen,9.8,8.5,8.5,106.5,241.6,85.25,80.0,78.5
PG,6' 3.5'',6' 1.5'',Nolan Smith,5.6,8.5,9.25,99.0,187.6,77.5,75.5,73.5
PF-C,6' 9.25'',6' 8'',Gregory Smith,7.4,9.75,12.0,106.5,252.8,86.5,81.25,80.0
PF,6' 8.75'',6' 7.5'',Malcolm Thomas,5.9,9.5,10.5,107.5,223.0,84.5,80.75,79.5
PG,5' 10.25'',5' 8.75'',Isaiah Thomas,6.7,8.25,9.0,91.5,186.0,73.75,70.25,68.75
PF,6' 9.75'',6' 8.5'',Trey Thompkins,15.5,9.25,9.75,107.5,239.0,85.0,81.75,80.5
PF,6' 8.75'',6' 7.5'',Tristan Thompson,6.2,8.75,9.25,108.5,227.4,85.25,80.75,79.5
SG,6' 7.25'',6' 5.75'',Klay Thompson,8.0,8.75,9.25,103.5,205.6,81.0,79.25,77.75
PF-C,6' 10.5'',6' 9'',Jeremy Tyler,13.4,9.25,9.0,110.5,262.4,89.0,82.5,81.0
PF-C,6' 11.75'',6' 10.25'',Nikola Vucevic,6.1,9.25,10.25,112.5,259.8,88.5,83.75,82.25
PG,6' 1'',5' 11.5'',Kemba Walker,5.9,8.0,9.0,91.5,184.0,75.5,73.0,71.5
PF,6' 9'',6' 7.75'',Jordan Williams,12.1,9.25,10.0,106.5,247.2,84.25,81.0,79.75
PF-SF,6' 8.75'',6' 7.25'',Derrick Williams,10.8,9.0,9.75,108.0,248.4,85.5,80.75,79.25
C,7' 0.75'',6' 11.5'',Solomon Alabi,5.0,9.25,9.25,113.0,237.4,89.0,84.75,83.5
C,6' 11.25'',6' 9'',Cole Aldrich,8.5,9.0,9.25,111.5,236.0,88.75,83.25,81.0
SF,6' 8.5'',6' 7.25'',Al-Farouq Aminu,8.2,9.5,9.5,108.5,216.0,87.25,80.5,79.25
SF,6' 5.75'',6' 4.75'',James Anderson,7.9,8.5,7.25,104.0,207.6,80.5,77.75,76.75
SF-PF,6' 8.75'',6' 7.5'',Luke Babbitt,5.6,8.5,10.0,104.5,217.8,83.25,80.75,79.5
PG,6' 1.5'',6' 0.25'',Eric Bledsoe,5.6,8.5,9.75,98.0,191.6,79.5,73.5,72.25
PF,6' 7.5'',6' 6.25'',Trevor Booker,7.3,9.0,9.5,106.0,235.8,81.75,79.5,78.25
PF-SF,6' 9.75'',6' 8.5'',Craig Brackins,7.9,9.5,11.25,109.0,229.0,84.0,81.75,80.5
SG-PG,6' 3.25'',6' 2'',Avery Bradley,4.0,8.25,9.5,98.5,180.4,79.25,75.25,74.0
PF,6' 9.5'',6' 8.25'',Derrick Caracter,12.8,9.0,10.25,107.5,280.0,84.25,81.5,80.25
PG,5' 11.75'',5' 10.25'',Sherron Collins,9.2,8.5,9.5,94.0,217.2,74.5,71.75,70.25
C,6' 10.75'',6' 9.5'',DeMarcus Cousins,16.4,9.25,10.0,113.0,291.8,89.75,82.75,81.5
SG,6' 4.5'',6' 3'',Jordan Crawford,4.9,8.0,9.0,101.0,198.4,79.0,76.5,75.0
PF,6' 9.75'',6' 9'',Ed Davis,10.0,9.25,10.0,108.0,226.6,84.0,81.75,81.0
SF,6' 8.25'',6' 7'',Devin Ebanks,7.9,8.25,9.0,107.5,207.8,84.25,80.25,79.0
PF,6' 10.25'',6' 8.75'',Derrick Favors,6.5,8.75,9.25,110.0,245.2,88.0,82.25,80.75
PF-C,6' 9.5'',6' 8.5'',Keith Gallon,15.1,9.25,10.5,109.5,301.8,88.5,81.5,80.5
SF,6' 9.25'',6' 8.25'',Charles Garcia,7.0,8.75,9.0,107.5,231.6,85.75,81.25,80.25
SF,6' 8.75'',6' 7.75'',Paul George,5.0,8.5,9.0,107.0,214.4,83.25,80.75,79.75
PF,6' 7.75'',6' 6'',Luke Harangody,11.1,8.75,9.75,106.0,240.2,81.5,79.75,78.0
SG,6' 5.5'',6' 4'',Manny Harris,3.8,8.5,9.0,102.0,185.1,79.25,77.5,76.0
SG-SF,6' 5.75'',6' 4.5'',Lazar Hayward,7.5,9.25,9.5,102.0,225.8,84.75,77.75,76.5
SF,6' 8'',6' 6.75'',Gordon Hayward,6.9,8.5,9.25,103.0,211.0,79.75,80.0,78.75
SG,6' 6.5'',6' 5.25'',Xavier Henry,4.7,8.75,10.0,105.0,210.2,83.25,78.5,77.25
SG-SF,6' 6.5'',6' 5.25'',Darington Hobson,6.2,8.25,9.0,104.5,203.6,81.25,78.5,77.25
SF,6' 7.75'',6' 6.25'',Damion James,9.6,9.25,8.5,107.0,226.6,84.75,79.75,78.25
SF,6' 7.25'',6' 6.25'',Wesley Johnson,4.6,9.0,9.5,106.0,206.4,85.0,79.25,78.25
PG-SG,6' 3.25'',6' 2'',Armon Johnson,5.6,8.25,9.25,99.5,195.2,80.0,75.25,74.0
SG,6' 5'',6' 3.25'',Dominique Jones,5.9,9.0,10.25,101.0,216.0,81.25,77.0,75.25
C,7' 0.75'',6' 11.5'',Jerome Jordan,6.9,9.0,10.25,113.0,244.2,89.25,84.75,83.5
SG,6' 6.25'',6' 4.75'',Sylven Landesberg,11.6,8.75,10.75,100.5,210.0,81.0,78.25,76.75
PF,6' 9'',6' 7.5'',Gani Lawal,6.3,8.5,10.0,107.5,233.4,84.0,81.0,79.5
PF-C,6' 11'',6' 9.75'',Greg Monroe,11.2,8.75,9.5,108.5,246.6,86.25,83.0,81.75
C,6' 9.5'',6' 8.75'',Daniel Orton,13.8,8.5,9.75,110.5,269.2,88.25,81.5,80.75
C,6' 11.75'',6' 10.25'',Artsiom Parakhouski,6.0,9.0,10.5,109.5,268.2,85.0,83.75,82.25
PF,6' 9.25'',6' 8'',Patrick Patterson,5.3,9.25,10.25,107.0,239.6,85.25,81.25,80.0
PF-C,6' 11.5'',6' 9.5'',Dexter Pittman,20.8,10.25,10.5,111.0,302.6,90.0,83.5,81.5
SG,6' 5'',6' 4.25'',Andy Rautins,6.2,8.0,9.75,100.0,191.6,79.0,77.0,76.25
PF,6' 11.75'',6' 10.5'',Ryan Richards,8.0,9.0,9.75,110.0,230.2,85.5,83.75,82.5
SF,6' 7.75'',6' 6.5'',Stanley Robinson,8.3,9.0,9.0,107.5,213.2,84.0,79.75,78.5
PF-C,6' 10.5'',6' 9.25'',Larry Sanders,4.6,9.75,11.0,112.0,222.4,89.75,82.5,81.25
PG-SG,6' 6'',6' 4.75'',Jon Scheyer,5.4,7.75,9.5,99.0,180.0,75.25,78.0,76.75
SG,6' 5.75'',6' 4.5'',Lance Stephenson,9.3,9.0,10.25,103.0,227.0,82.5,77.75,76.5
PG,6' 5'',6' 4'',Mikhail Torrance,7.0,8.75,9.5,103.0,208.8,79.5,77.0,76.0
SG,6' 7'',6' 5.75'',Evan Turner,8.6,8.75,9.5,103.5,213.8,80.0,79.0,77.75
PF,6' 9.75'',6' 8.75'',Ekpe Udoh,8.0,9.5,8.75,106.5,237.4,88.5,81.75,80.75
PF-C,6' 10'',6' 8.25'',Jarvis Varnado,9.5,9.25,9.5,109.5,210.2,87.5,82.0,80.25
PG-SG,6' 6.5'',6' 5'',Greivis Vasquez,8.6,7.75,9.25,101.0,210.8,79.0,78.5,77.0
PG,6' 4'',6' 2.75'',John Wall,5.6,8.25,9.5,101.5,195.6,81.25,76.0,74.75
SG-PG,6' 3.75'',6' 2.5'',Willie Warren,7.6,8.5,9.5,99.5,208.4,78.0,75.75,74.5
SG-PG,6' 5'',6' 3.75'',Terrico White,3.7,9.0,10.5,101.0,202.6,81.0,77.0,75.75
C-PF,6' 11.5'',6' 10.5'',Hassan Whiteside,5.5,8.25,10.25,113.0,226.6,91.0,83.5,82.5
PF,6' 6.5'',6' 5.25'',Jeff Adrien,7.9,,,107.5,236.2,86.0,78.5,77.25
PF,6' 10'',6' 8.75'',Jeff Ayres,5.5,,,107.0,239.6,85.0,82.0,80.75
PG,6' 2.25'',6' 1.25'',Rodrigue Beaubois,7.9,,,100.0,182.4,81.75,74.25,73.25
PF,6' 6.5'',6' 5.25'',DeJuan Blair,12.0,,,106.5,276.6,86.0,78.5,77.25
SF-PF,6' 8.5'',6' 7.5'',Derrick Brown,8.6,,,107.5,224.6,86.5,80.5,79.5
SF-SG,6' 7'',6' 6.25'',Chase Budinger,10.0,,,101.0,206.4,79.0,79.0,78.25
PF-SF,6' 7.75'',6' 6.25'',DeMarre Carroll,6.3,,,105.0,207.2,82.0,79.75,78.25
SF,6' 9.25'',6' 7.75'',Omri Casspi,8.6,,,106.5,211.2,81.25,81.25,79.75
SG,6' 5.5'',6' 4.25'',Dionte Christmas,7.1,,,102.5,210.8,81.0,77.5,76.25
SF-PF,6' 10.25'',6' 8.5'',Earl Clark,5.2,,,109.5,228.4,86.5,82.25,80.5
PG,6' 1.5'',6' 0.25'',Darren Collison,5.7,,,96.5,166.2,75.0,73.5,72.25
PF,6' 8.25'',6' 7'',Dante Cunningham,4.8,,,106.5,227.4,83.0,80.25,79.0
PG-SG,6' 3.25'',6' 2'',Stephen Curry,5.7,,,97.0,181.0,75.5,75.25,74.0
SF-PF,6' 10.75'',6' 9.75'',Austin Daye,5.5,,,110.0,191.8,86.75,82.75,81.75
SG-SF,6' 6.5'',6' 5.5'',DeMar DeRozan,4.9,,,102.5,211.2,81.0,78.5,77.5
PG,6' 2'',6' 1'',Toney Douglas,5.2,,,97.5,183.4,78.0,74.0,73.0
SG,6' 5.25'',6' 4.25'',Wayne Ellington,5.5,,,100.0,202.4,78.5,77.25,76.25
PG-SG,6' 5.25'',6' 4'',Tyreke Evans,7.1,,,104.0,220.6,83.25,77.25,76.0
PG,6' 0.75'',5' 11.25'',Jonny Flynn,6.3,,,95.5,195.6,76.0,72.75,71.25
PF,6' 9.75'',6' 8.5'',Taj Gibson,6.6,,,109.0,214.4,88.0,81.75,80.5
SG-SF,6' 6.5'',6' 5.25'',Danny Green,5.6,,,103.0,208.0,82.0,78.5,77.25
PF,6' 10'',6' 8.5'',Blake Griffin,8.2,,,105.0,248.4,83.25,82.0,80.5
PF,6' 9.5'',6' 8.25'',Tyler Hansbrough,8.5,,,106.0,234.2,83.5,81.5,80.25
SG,6' 5.25'',6' 4'',James Harden,10.1,,,103.5,222.0,82.75,77.25,76.0
SG-SF,6' 5'',6' 4'',Gerald Henderson,4.4,,,102.5,214.6,82.25,77.0,76.0
PF-C,6' 11'',6' 10'',Josh Heytvelt,10.8,,,108.0,246.2,85.25,83.0,82.0
PF-C,6' 10.25'',6' 9.25'',Jordan Hill,6.0,,,108.0,232.4,85.5,82.25,81.25
PG-SG,6' 4.25'',6' 3.25'',Jrue Holiday,6.3,,,100.5,199.0,79.0,76.25,75.25
SF,6' 8.25'',6' 7.75'',Joe Ingles,10.1,,,105.0,209.2,82.25,80.25,79.75
SF-PF,6' 7.75'',6' 7'',James Johnson,12.0,,,105.5,257.2,84.75,79.75,79.0
